RN,RN_CD,geometry
삼산로3번길,4310434,"0    LINESTRING (129.3082026896975 35.5330569580951...
Name: geometry, dtype: object"
삼산로402번길,4310435,"0    LINESTRING (129.3509837758786 35.5397792499107...
Name: geometry, dtype: object"
삼산로45번길,4310436,"0    LINESTRING (129.3118095531468 35.5359506567650...
Name: geometry, dtype: object"
삼산로45번길,4310436,"0    LINESTRING (129.312723684013 35.53359098344335...
Name: geometry, dtype: object"
삼산로46번길,4310437,"0    LINESTRING (129.3131620223729 35.5324963105644...
Name: geometry, dtype: object"
삼산로46번길,4310437,"0    LINESTRING (129.3130954398599 35.5326684857100...
Name: geometry, dtype: object"
삼산로46번길,4310437,"0    LINESTRING (129.312723684013 35.53359098344335...
Name: geometry, dtype: object"
삼산로55번길,4310438,"0    LINESTRING (129.3138060998459 35.5338670007076...
Name: geometry, dtype: object"
삼산로56번길,4310439,"0    LINESTRING (129.3141475057746 35.5330339597874...
Name: geometry, dtype: object"
삼산로56번길,4310439,"0    LINESTRING (129.3138002390681 35.5338655017099...
Name: geometry, dtype: object"
삼산로67번길,4310440,"0    LINESTRING (129.3148484883568 35.5347814720583...
Name: geometry, dtype: object"
삼산로67번길,4310440,"0    LINESTRING (129.3150815983925 35.5341922307371...
Name: geometry, dtype: object"
삼산로77번길,4310441,"0    LINESTRING (129.3162199345638 35.5344824835356...
Name: geometry, dtype: object"
삼산로83번길,4310443,"0    LINESTRING (129.3168038903199 35.5346313751998...
Name: geometry, dtype: object"
삼산로93번길,4310444,"0    LINESTRING (129.317347278535 35.53638552120007...
Name: geometry, dtype: object"
삼산로93번길,4310444,"0    LINESTRING (129.3179122839598 35.5349422938433...
Name: geometry, dtype: object"
삼산로94번길,4310445,"0    LINESTRING (129.3178901644241 35.5349365565547...
Name: geometry, dtype: object"
삼산로94번길,4310445,"0    LINESTRING (129.3186846151493 35.5328204565275...
Name: geometry, dtype: object"
삼산로94번길,4310445,"0    LINESTRING (129.3185524566992 35.5331710290846...
Name: geometry, dtype: object"
삼산로9번길,4310446,"0    LINESTRING (129.3087588044473 35.5331488445572...
Name: geometry, dtype: object"
삼산로9번길,4310446,"0    LINESTRING (129.3089755092849 35.5325987006692...
Name: geometry, dtype: object"
삼산중로100번길,4310447,"0    LINESTRING (129.335543871328 35.54238342774398...
Name: geometry, dtype: object"
삼산중로114번길,4310448,"0    LINESTRING (129.3356098960838 35.5437401317666...
Name: geometry, dtype: object"
삼산중로128번길,4310449,"0    LINESTRING (129.3356706431599 35.5449883975688...
Name: geometry, dtype: object"
삼산중로131번길,4310450,"0    LINESTRING (129.3317494890372 35.5441861175481...
Name: geometry, dtype: object"
삼산중로131번길,4310450,"0    LINESTRING (129.3357160818237 35.5453137855667...
Name: geometry, dtype: object"
삼산중로131번길,4310450,"0    LINESTRING (129.3312761357921 35.5440488032397...
Name: geometry, dtype: object"
삼산중로146번길,4310451,"0    LINESTRING (129.3357815067491 35.5465165446873...
Name: geometry, dtype: object"
삼산중로48번길,4310452,"0    LINESTRING (129.3357195199326 35.5378258143451...
Name: geometry, dtype: object"
삼산중로5번길,4310453,"0    LINESTRING (129.3369201245972 35.5340864387398...
Name: geometry, dtype: object"
삼산중로6번길,4310454,"0    LINESTRING (129.3369412963187 35.5340205042837...
Name: geometry, dtype: object"
삼산중로74번길,4310455,"0    LINESTRING (129.3354353821021 35.5401539838268...
Name: geometry, dtype: object"
삼산중로74번길,4310455,"0    LINESTRING (129.3361528458994 35.5402796720629...
Name: geometry, dtype: object"
삼산중로84번길,4310456,"0    LINESTRING (129.335473232235 35.54093185705085...
Name: geometry, dtype: object"
삼산중로84번길,4310456,"0    LINESTRING (129.3366822418866 35.5408396982198...
Name: geometry, dtype: object"
삼산중로84번길,4310456,"0    LINESTRING (129.3361790623773 35.5408780578034...
Name: geometry, dtype: object"
삼신로6번길,4310457,"0    LINESTRING (129.3240089652786 35.5489900919619...
Name: geometry, dtype: object"
삼호로103번길,4310458,"0    LINESTRING (129.2755666323362 35.5487438447070...
Name: geometry, dtype: object"
삼호로107번길,4310459,"0    LINESTRING (129.2763121148737 35.5491992117623...
Name: geometry, dtype: object"
삼호로107번길,4310459,"0    LINESTRING (129.2760922164965 35.5488490826311...
Name: geometry, dtype: object"
삼호로117번길,4310460,"0    LINESTRING (129.2771627742915 35.5484531171384...
Name: geometry, dtype: object"
삼호로11번길,4310461,"0    LINESTRING (129.2656409519256 35.5497773838849...
Name: geometry, dtype: object"
삼호로11번길,4310461,"0    LINESTRING (129.2658937014951 35.5501766346442...
Name: geometry, dtype: object"
삼호로127번길,4310462,"0    LINESTRING (129.2778927058059 35.5478491748672...
Name: geometry, dtype: object"
삼호로141번길,4310463,"0    LINESTRING (129.2793902151854 35.5472314833758...
Name: geometry, dtype: object"
삼호로149번길,4310464,"0    LINESTRING (129.2801535533061 35.5469199922121...
Name: geometry, dtype: object"
삼호로149번길,4310464,"0    LINESTRING (129.2801015308542 35.5473208365123...
Name: geometry, dtype: object"
삼호로14번길,4310465,"0    LINESTRING (129.265783279212 35.54935534778566...
Name: geometry, dtype: object"
삼호로155번길,4310466,"0    LINESTRING (129.2807000442104 35.5467112863241...
Name: geometry, dtype: object"
삼호로165번길,4310467,"0    LINESTRING (129.2819513596717 35.5468328059469...
Name: geometry, dtype: object"
삼호로16번길,4310468,"0    LINESTRING (129.2660919975634 35.5493450448972...
Name: geometry, dtype: object"
삼호로195번길,4310469,"0    LINESTRING (129.2849356497272 35.5460903814180...
Name: geometry, dtype: object"
삼호로207번길,4310470,"0    LINESTRING (129.2864128336355 35.5464633613157...
Name: geometry, dtype: object"
삼호로207번길,4310470,"0    LINESTRING (129.2864189103462 35.5462140491958...
Name: geometry, dtype: object"
삼호로20번길,4310471,"0    LINESTRING (129.2657873300266 35.5479685094641...
Name: geometry, dtype: object"
삼호로20번길,4310471,"0    LINESTRING (129.2664308270137 35.5497481434219...
Name: geometry, dtype: object"
삼호로23번길,4310472,"0    LINESTRING (129.2668339023476 35.5497332149288...
Name: geometry, dtype: object"
삼호로23번길,4310472,"0    LINESTRING (129.2668504070147 35.5501299820232...
Name: geometry, dtype: object"
삼호로23번길,4310472,"0    LINESTRING (129.2670833247763 35.5507804913616...
Name: geometry, dtype: object"
삼호로23번길,4310472,"0    LINESTRING (129.26696101442 35.55059564409459,...
Name: geometry, dtype: object"
삼호로26번길,4310473,"0    LINESTRING (129.2672200816439 35.5497182141706...
Name: geometry, dtype: object"
삼호로37번길,4310474,"0    LINESTRING (129.2683806463841 35.5496727583573...
Name: geometry, dtype: object"
삼호로37번길,4310474,"0    LINESTRING (129.2683898092094 35.5504109243352...
Name: geometry, dtype: object"
삼호로37번길,4310474,"0    LINESTRING (129.2683985552011 35.5507371100338...
Name: geometry, dtype: object"
삼호로37번길,4310474,"0    LINESTRING (129.268386095893 35.55011576801952...
Name: geometry, dtype: object"
삼호로37번길,4310474,"0    LINESTRING (129.2683998512827 35.5507721133928...
Name: geometry, dtype: object"
삼호로38번길,4310475,"0    LINESTRING (129.2683806463841 35.5496727583573...
Name: geometry, dtype: object"
삼호로44번길,4310476,"0    LINESTRING (129.2691630700677 35.5496718441447...
Name: geometry, dtype: object"
삼호로44번길,4310476,"0    LINESTRING (129.2687823108862 35.5485817271741...
Name: geometry, dtype: object"
삼호로48번길,4310477,"0    LINESTRING (129.2695083857218 35.5496726994008...
Name: geometry, dtype: object"
삼호로55번길,4310478,"0    LINESTRING (129.2694754707141 35.5505590683125...
Name: geometry, dtype: object"
삼호로55번길,4310478,"0    LINESTRING (129.2703364660116 35.5496912251329...
Name: geometry, dtype: object"
삼호로55번길,4310478,"0    LINESTRING (129.2693868751867 35.5502830819035...
Name: geometry, dtype: object"
삼호로57번길,4310479,"0    LINESTRING (129.2706111645203 35.5496981291210...
Name: geometry, dtype: object"
삼호로57번길,4310479,"0    LINESTRING (129.270600522841 35.55002509701115...
Name: geometry, dtype: object"
삼호로57번길,4310479,"0    LINESTRING (129.2705877418848 35.5504082743013...
Name: geometry, dtype: object"
삼호로7번길,4310480,"0    LINESTRING (129.2652419451095 35.5497921462719...
Name: geometry, dtype: object"
삼호로7번길,4310480,"0    LINESTRING (129.2654584325527 35.5501549027774...
Name: geometry, dtype: object"
삼호로81번길,4310481,"0    LINESTRING (129.273392373868 35.54961375644101...
Name: geometry, dtype: object"
삼호로91번길,4310482,"0    LINESTRING (129.2742775083867 35.5490571013304...
Name: geometry, dtype: object"
삼호로97번길,4310483,"0    LINESTRING (129.2749712845727 35.5492102728304...
Name: geometry, dtype: object"
선암로10번길,4310485,"0    LINESTRING (129.3373040240006 35.5150497705509...
Name: geometry, dtype: object"
선암로12번길,4310486,"0    LINESTRING (129.3371947863843 35.5148344393595...
Name: geometry, dtype: object"
선암로16번길,4310487,"0    LINESTRING (129.3368890850565 35.5146825830108...
Name: geometry, dtype: object"
선암로17번길,4310488,"0    LINESTRING (129.3365960167122 35.5145304203979...
Name: geometry, dtype: object"
선암로18번길,4310489,"0    LINESTRING (129.336618247024 35.51454262529027...
Name: geometry, dtype: object"
선암로23번길,4310490,"0    LINESTRING (129.3360616669806 35.5142859307010...
Name: geometry, dtype: object"
선암로27번길,4310491,"0    LINESTRING (129.3357698588426 35.5141684624984...
Name: geometry, dtype: object"
선암로29번길,4310492,"0    LINESTRING (129.3355890496329 35.5140966072903...
Name: geometry, dtype: object"
선암로30번길,4310493,"0    LINESTRING (129.3355173222466 35.5140680906064...
Name: geometry, dtype: object"
선암로33번길,4310494,"0    LINESTRING (129.3352148997488 35.5139479014881...
Name: geometry, dtype: object"
선암로4번길,4310495,"0    LINESTRING (129.337679418228 35.51539959971911...
Name: geometry, dtype: object"
선암로8번길,4310496,"0    LINESTRING (129.3374050010354 35.5152031875293...
Name: geometry, dtype: object"
선암호수길,4310497,"0    LINESTRING (129.3216673758881 35.5167613691996...
Name: geometry, dtype: object"
선암호수길,4310497,"0    LINESTRING (129.3296431021547 35.5219903293285...
Name: geometry, dtype: object"
수암로103번길,4310519,"0    LINESTRING (129.3187926638565 35.5289456137735...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.3199337743505 35.5300706401393...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.3197517923722 35.5297938731433...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.319378154013 35.52924373462302...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.3193730639192 35.5292363033412...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.3199308348846 35.5300661774774...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.3190828454597 35.5288108183962...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.3197517923722 35.5297938731433...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.3195638629139 35.5295156163793...
Name: geometry, dtype: object"
수암로105번길,4310520,"0    LINESTRING (129.3195672901688 35.5295207627485...
Name: geometry, dtype: object"
수암로106번길,4310521,"0    LINESTRING (129.319070541364 35.52881653796787...
Name: geometry, dtype: object"
수암로115번길,4310522,"0    LINESTRING (129.3216531410727 35.5289259229473...
Name: geometry, dtype: object"
수암로115번길,4310522,"0    LINESTRING (129.3207297185888 35.5293562965874...
Name: geometry, dtype: object"
수암로115번길,4310522,"0    LINESTRING (129.320320857303 35.52873584500814...
Name: geometry, dtype: object"
수암로115번길,4310522,"0    LINESTRING (129.321223862655 35.52861574537923...
Name: geometry, dtype: object"
수암로115번길,4310522,"0    LINESTRING (129.3204784822209 35.5289733701380...
Name: geometry, dtype: object"
수암로115번길,4310522,"0    LINESTRING (129.3200436393059 35.5283645048360...
Name: geometry, dtype: object"
수암로115번길,4310522,"0    LINESTRING (129.3209173422885 35.5296427270886...
Name: geometry, dtype: object"
수암로116번길,4310523,"0    LINESTRING (129.3200436393059 35.5283645048360...
Name: geometry, dtype: object"
수암로116번길,4310523,"0    LINESTRING (129.319688955294 35.52437283709567...
Name: geometry, dtype: object"
수암로116번길,4310523,"0    LINESTRING (129.3195757859329 35.5276840719722...
Name: geometry, dtype: object"
수암로116번길,4310523,"0    LINESTRING (129.3210181112235 35.5229552350769...
Name: geometry, dtype: object"
수암로116번길,4310523,"0    LINESTRING (129.3204125207089 35.5228889341899...
Name: geometry, dtype: object"
수암로116번길,4310523,"0    LINESTRING (129.3204288181838 35.5233382772821...
Name: geometry, dtype: object"
수암로116번길,4310523,"0    LINESTRING (129.3204202402476 35.5233882858380...
Name: geometry, dtype: object"
수암로128번길,4310524,"0    LINESTRING (129.3212435215561 35.5278071052767...
Name: geometry, dtype: object"
수암로129번길,4310525,"0    LINESTRING (129.3212710565434 35.5277943149984...
Name: geometry, dtype: object"
수암로149번길,4310526,"0    LINESTRING (129.3222934317181 35.5280920287193...
Name: geometry, dtype: object"
수암로149번길,4310526,"0    LINESTRING (129.3232426229652 35.5272039506743...
Name: geometry, dtype: object"
수암로149번길,4310526,"0    LINESTRING (129.3233473977123 35.5269169240157...
Name: geometry, dtype: object"
수암로155번길,4310527,"0    LINESTRING (129.3228829265914 35.5285052173175...
Name: geometry, dtype: object"
수암로155번길,4310527,"0    LINESTRING (129.3236507339271 35.5276606201216...
Name: geometry, dtype: object"
수암로155번길,4310527,"0    LINESTRING (129.3234425885053 35.5278907358064...
Name: geometry, dtype: object"
수암로155번길,4310527,"0    LINESTRING (129.3239919513802 35.5268151314528...
Name: geometry, dtype: object"
수암로155번길,4310527,"0    LINESTRING (129.323162037042 35.52820088999669...
Name: geometry, dtype: object"
수암로155번길,4310527,"0    LINESTRING (129.3240159461077 35.5272568732382...
Name: geometry, dtype: object"
수암로163번길,4310528,"0    LINESTRING (129.3248992157671 35.5267657896993...
Name: geometry, dtype: object"
수암로178번길,4310529,"0    LINESTRING (129.3264691870308 35.5267651569098...
Name: geometry, dtype: object"
수암로178번길,4310529,"0    LINESTRING (129.326463476781 35.52610634343717...
Name: geometry, dtype: object"
수암로184번길,4310530,"0    LINESTRING (129.3270525034425 35.5261153451745...
Name: geometry, dtype: object"
수암로184번길,4310530,"0    LINESTRING (129.3270793166985 35.5267649084288...
Name: geometry, dtype: object"
수암로189번길,4310531,"0    LINESTRING (129.3276717136893 35.5289050192636...
Name: geometry, dtype: object"
수암로189번길,4310531,"0    LINESTRING (129.3276610561297 35.5282358636082...
Name: geometry, dtype: object"
수암로189번길,4310531,"0    LINESTRING (129.3276404829163 35.5267646721068...
Name: geometry, dtype: object"
수암로190번길,4310532,"0    LINESTRING (129.3277722407527 35.5264718003673...
Name: geometry, dtype: object"
수암로190번길,4310532,"0    LINESTRING (129.3277416933452 35.5260777465597...
Name: geometry, dtype: object"
수암로190번길,4310532,"0    LINESTRING (129.3277987481365 35.5267611165388...
Name: geometry, dtype: object"
수암로196번길,4310533,"0    LINESTRING (129.3283098701898 35.5267254924389...
Name: geometry, dtype: object"
수암로196번길,4310533,"0    LINESTRING (129.3294166618306 35.5235014476810...
Name: geometry, dtype: object"
수암로196번길,4310533,"0    LINESTRING (129.3293805237083 35.5238107894799...
Name: geometry, dtype: object"
수암로222번길,4310534,"0    LINESTRING (129.33059222481 35.52525717816675,...
Name: geometry, dtype: object"
수암로224번길,4310535,"0    LINESTRING (129.330406568066 35.52227846096292...
Name: geometry, dtype: object"
수암로224번길,4310535,"0    LINESTRING (129.330508549691 35.52344881277754...
Name: geometry, dtype: object"
수암로224번길,4310535,"0    LINESTRING (129.3306643368005 35.5251942692508...
Name: geometry, dtype: object"
수암로229번길,4310536,"0    LINESTRING (129.3312316027297 35.5247149881315...
Name: geometry, dtype: object"
수암로229번길,4310536,"0    LINESTRING (129.3327788958212 35.5257784766777...
Name: geometry, dtype: object"
수암로22번길,4310537,"0    LINESTRING (129.310589483337 35.5313717249967,...
Name: geometry, dtype: object"
수암로22번길,4310537,"0    LINESTRING (129.3106658216655 35.5316921830493...
Name: geometry, dtype: object"
수암로260번길,4310538,"0    LINESTRING (129.3321089588061 35.5209501455056...
Name: geometry, dtype: object"
수암로260번길,4310538,"0    LINESTRING (129.3330943314819 35.5222500564531...
Name: geometry, dtype: object"
수암로264번길,4310539,"0    LINESTRING (129.3334457543382 35.5220704890413...
Name: geometry, dtype: object"
수암로268번길,4310540,"0    LINESTRING (129.3337367444471 35.5219218032431...
Name: geometry, dtype: object"
수암로268번길,4310540,"0    LINESTRING (129.3326658028978 35.5204900114718...
Name: geometry, dtype: object"
수암로268번길,4310540,"0    LINESTRING (129.3331968820138 35.5212047850456...
Name: geometry, dtype: object"
수암로268번길,4310540,"0    LINESTRING (129.33253908458 35.52031743666061,...
Name: geometry, dtype: object"
수암로268번길,4310540,"0    LINESTRING (129.3335475958274 35.5216705831728...
Name: geometry, dtype: object"
수암로268번길,4310540,"0    LINESTRING (129.3324136970843 35.5201466516380...
Name: geometry, dtype: object"
수암로268번길,4310540,"0    LINESTRING (129.3333761182387 35.5214428379939...
Name: geometry, dtype: object"
수암로274번길,4310541,"0    LINESTRING (129.3348000241116 35.5221098993725...
Name: geometry, dtype: object"
수암로274번길,4310541,"0    LINESTRING (129.3330199967322 35.5197553744565...
Name: geometry, dtype: object"
수암로288번길,4310542,"0    LINESTRING (129.3342033302604 35.5189085210724...
Name: geometry, dtype: object"
수암로288번길,4310542,"0    LINESTRING (129.3340745798608 35.5187379272746...
Name: geometry, dtype: object"
수암로288번길,4310542,"0    LINESTRING (129.3352237532513 35.5202605304363...
Name: geometry, dtype: object"
수암로288번길,4310542,"0    LINESTRING (129.3350787365746 35.5200683967245...
Name: geometry, dtype: object"
수암로288번길,4310542,"0    LINESTRING (129.3339559614674 35.5185807527482...
Name: geometry, dtype: object"
수암로288번길,4310542,"0    LINESTRING (129.3361085555256 35.5214299620656...
Name: geometry, dtype: object"
수암로288번길,4310542,"0    LINESTRING (129.3353777608161 35.5204645812503...
Name: geometry, dtype: object"
수암로294번길,4310543,"0    LINESTRING (129.3357552807334 35.5197728094408...
Name: geometry, dtype: object"
수암로294번길,4310543,"0    LINESTRING (129.3359309522991 35.5200035950577...
Name: geometry, dtype: object"
수암로294번길,4310543,"0    LINESTRING (129.3360696013767 35.5201857320062...
Name: geometry, dtype: object"
수암로294번길,4310543,"0    LINESTRING (129.335246419971 35.51909689447636...
Name: geometry, dtype: object"
수암로294번길,4310543,"0    LINESTRING (129.3358246934941 35.5198639994718...
Name: geometry, dtype: object"
수암로294번길,4310543,"0    LINESTRING (129.3361740652527 35.5203229619386...
Name: geometry, dtype: object"
수암로294번길,4310543,"0    LINESTRING (129.336370678741 35.52058125942094...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.3369105910861 35.5200882735650...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.3363382450598 35.5193364523759...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.3366086706452 35.5196916772676...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.3357210284042 35.5185256907443...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.335323025753 35.51800213930875...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.3360286264637 35.5189297453627...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.3374281512895 35.5207701777719...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.3359427980287 35.5188170149064...
Name: geometry, dtype: object"
수암로302번길,4310544,"0    LINESTRING (129.3364153730959 35.5194377692490...
Name: geometry, dtype: object"
수암로318번길,4310545,"0    LINESTRING (129.337967605294 35.51892446935562...
Name: geometry, dtype: object"
수암로318번길,4310545,"0    LINESTRING (129.3373411264827 35.5181005378390...
Name: geometry, dtype: object"
수암로318번길,4310545,"0    LINESTRING (129.3381901034599 35.5192140451949...
Name: geometry, dtype: object"
수암로318번길,4310545,"0    LINESTRING (129.3388347959116 35.5200681532450...
Name: geometry, dtype: object"
수암로328번길,4310546,"0    LINESTRING (129.3394387566103 35.5192974408648...
Name: geometry, dtype: object"
수암로328번길,4310546,"0    LINESTRING (129.3398247743621 35.5195132826612...
Name: geometry, dtype: object"
수암로33번길,4310547,"0    LINESTRING (129.3118799509502 35.5315004865074...
Name: geometry, dtype: object"
수암로40번길,4310549,"0    LINESTRING (129.3106382996775 35.5310969482331...
Name: geometry, dtype: object"
수암로40번길,4310549,"0    LINESTRING (129.3124545449066 35.5313882642425...
Name: geometry, dtype: object"
수암로42번길,4310550,"0    LINESTRING (129.3119702303847 35.5305156613895...
Name: geometry, dtype: object"
수암로42번길,4310550,"0    LINESTRING (129.3119546477235 35.5302801570307...
Name: geometry, dtype: object"
수암로42번길,4310550,"0    LINESTRING (129.3119130347569 35.5304887156849...
Name: geometry, dtype: object"
수암로42번길,4310550,"0    LINESTRING (129.3123136290255 35.5308783683299...
Name: geometry, dtype: object"
수암로42번길,4310550,"0    LINESTRING (129.3119409082397 35.5303857160346...
Name: geometry, dtype: object"
수암로42번길,4310550,"0    LINESTRING (129.3127145029418 35.5313365713846...
Name: geometry, dtype: object"
수암로43번길,4310551,"0    LINESTRING (129.3128504918872 35.5313095330403...
Name: geometry, dtype: object"
수암로53번길,4310552,"0    LINESTRING (129.3140433038892 35.5312816530895...
Name: geometry, dtype: object"
수암로53번길,4310552,"0    LINESTRING (129.3139695676201 35.5309787566828...
Name: geometry, dtype: object"
수암로53번길,4310552,"0    LINESTRING (129.3140753025594 35.5314127626511...
Name: geometry, dtype: object"
수암로54번길,4310553,"0    LINESTRING (129.3148488956372 35.5261694886316...
Name: geometry, dtype: object"
수암로54번길,4310553,"0    LINESTRING (129.3138196643222 35.5303598381093...
Name: geometry, dtype: object"
수암로54번길,4310553,"0    LINESTRING (129.3145855281357 35.5270048985363...
Name: geometry, dtype: object"
수암로54번길,4310553,"0    LINESTRING (129.314497179875 35.52723718441703...
Name: geometry, dtype: object"
수암로54번길,4310553,"0    LINESTRING (129.3144153359235 35.5274523828128...
Name: geometry, dtype: object"
수암로54번길,4310553,"0    LINESTRING (129.3139695675852 35.5309787476700...
Name: geometry, dtype: object"
수암로59번길,4310554,"0    LINESTRING (129.314662198271 35.53073605300145...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3147157328369 35.5296902674621...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3141863398298 35.5287317166548...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3145550969777 35.5287417468224...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3144580724359 35.5287391054728...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3147843122598 35.5300843428707...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3148808131214 35.5303006463286...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3148128146668 35.5287487656360...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3150312158695 35.5306037755406...
Name: geometry, dtype: object"
수암로64번길,4310555,"0    LINESTRING (129.3148808131214 35.5303006463286...
Name: geometry, dtype: object"
수암로87번길,4310556,"0    LINESTRING (129.3173264102799 35.5296266955331...
Name: geometry, dtype: object"
수암로90번길,4310557,"0    LINESTRING (129.3185576524461 35.5281496490678...
Name: geometry, dtype: object"
수암로90번길,4310557,"0    LINESTRING (129.3175157189495 35.5295387650011...
Name: geometry, dtype: object"
신남로11번길,4310558,"0    LINESTRING (129.3135695737808 35.5227761635239...
Name: geometry, dtype: object"
신남로29번길,4310559,"0    LINESTRING (129.3142023483506 35.5242159765442...
Name: geometry, dtype: object"
신남로29번길,4310559,"0    LINESTRING (129.313104714029 35.52404255987187...
Name: geometry, dtype: object"
신남로29번길,4310559,"0    LINESTRING (129.3131205896117 35.5240481699819...
Name: geometry, dtype: object"
신남로29번길,4310559,"0    LINESTRING (129.3130460860441 35.5244169474668...
Name: geometry, dtype: object"
신남로29번길,4310559,"0    LINESTRING (129.3136020466791 35.5242182344313...
Name: geometry, dtype: object"
신남로29번길,4310559,"0    LINESTRING (129.3139170097544 35.5242242598364...
Name: geometry, dtype: object"
신남로95번길,4310560,"0    LINESTRING (129.3130193804052 35.5299985147284...
Name: geometry, dtype: object"
신복로11번길,4310564,"0    LINESTRING (129.2607669236668 35.5477169704359...
Name: geometry, dtype: object"
신복로16번길,4310565,"0    LINESTRING (129.2603938898489 35.5479248712744...
Name: geometry, dtype: object"
신복로17번길,4310566,"0    LINESTRING (129.2603054693597 35.5479741545699...
Name: geometry, dtype: object"
신복로21번길,4310567,"0    LINESTRING (129.259829172524 35.5482396155722,...
Name: geometry, dtype: object"
신복로22번길,4310568,"0    LINESTRING (129.2602619932935 35.5486563289718...
Name: geometry, dtype: object"
신복로23번길,4310569,"0    LINESTRING (129.2596819652475 35.5483216511800...
Name: geometry, dtype: object"
신복로23번길,4310569,"0    LINESTRING (129.2590827919878 35.5480233426258...
Name: geometry, dtype: object"
신복로26번길,4310570,"0    LINESTRING (129.2594315950027 35.5484610223240...
Name: geometry, dtype: object"
신복로31번길,4310571,"0    LINESTRING (129.2579847881154 35.5474840146756...
Name: geometry, dtype: object"
신복로31번길,4310571,"0    LINESTRING (129.258659301805 35.54825661815791...
Name: geometry, dtype: object"
신복로35번길,4310572,"0    LINESTRING (129.2585604498951 35.5489459311145...
Name: geometry, dtype: object"
신복로36번길,4310573,"0    LINESTRING (129.2591444611725 35.5497535054956...
Name: geometry, dtype: object"
신복로36번길,4310573,"0    LINESTRING (129.2585055268455 35.5489765029117...
Name: geometry, dtype: object"
신복로36번길,4310573,"0    LINESTRING (129.2593720659467 35.5500079407883...
Name: geometry, dtype: object"
신복로41번길,4310574,"0    LINESTRING (129.2576901701927 35.5488395109881...
Name: geometry, dtype: object"
신복로45번길,4310575,"0    LINESTRING (129.2575832559542 35.5494898682885...
Name: geometry, dtype: object"
신복로46번길,4310576,"0    LINESTRING (129.2575832559542 35.5494898682885...
Name: geometry, dtype: object"
신복로46번길,4310576,"0    LINESTRING (129.2582024283307 35.5502307038047...
Name: geometry, dtype: object"
신복로46번길,4310576,"0    LINESTRING (129.2585779167251 35.5507001897065...
Name: geometry, dtype: object"
신복로46번길,4310576,"0    LINESTRING (129.2576358754008 35.5521673821641...
Name: geometry, dtype: object"
신복로46번길,4310576,"0    LINESTRING (129.2582058374629 35.5518155578980...
Name: geometry, dtype: object"
신복로5번길,4310577,"0    LINESTRING (129.2612351892097 35.5474559844248...
Name: geometry, dtype: object"
신복로61번길,4310578,"0    LINESTRING (129.2560418539379 35.5496230356818...
Name: geometry, dtype: object"
신복로62번길,4310579,"0    LINESTRING (129.2560418539379 35.5496230356818...
Name: geometry, dtype: object"
신복로62번길,4310579,"0    LINESTRING (129.2559532810084 35.5501595103676...
Name: geometry, dtype: object"
신복로6번길,4310580,"0    LINESTRING (129.2612460544727 35.5474499223502...
Name: geometry, dtype: object"
신복로71번길,4310581,"0    LINESTRING (129.2547947604802 35.5494850151210...
Name: geometry, dtype: object"
신복로72번길,4310582,"0    LINESTRING (129.2548007841345 35.5494856874497...
Name: geometry, dtype: object"
신복로72번길,4310582,"0    LINESTRING (129.2545541883027 35.5511177629616...
Name: geometry, dtype: object"
신복로72번길,4310582,"0    LINESTRING (129.2544316346149 35.5518190371251...
Name: geometry, dtype: object"
신복로72번길,4310582,"0    LINESTRING (129.2547400716385 35.5515299307375...
Name: geometry, dtype: object"
신복로72번길,4310582,"0    LINESTRING (129.25471462838 35.55001834370423,...
Name: geometry, dtype: object"
신복로79번길,4310583,"0    LINESTRING (129.2541193523252 35.5494101826636...
Name: geometry, dtype: object"
